id,texture,rs,mvol,mwp,mwplog,bd,porosity,clay,silt,sand,org,ra,ra_s1
Bro4c,Sandyclayloam,0.6,0.311,10.88,1.037,1.266,0.51,0.245,0.22,0.535,0.019,0.77,0.77
Bro4c,Sandyclayloam,0.74,0.376,4.83,0.684,1.295,0.5,0.245,0.22,0.535,0.019,0.72,0.72
CloMin5,Sandyclayloam,0.09,0.051,4100.15,3.613,1.111,0.58,0.245,0.145,0.61,0.012,0.18,0.18
CloMin5,Sandyclayloam,0.24,0.135,291.34,2.464,1.185,0.55,0.245,0.145,0.61,0.012,0.64,0.64
CloMin5,Sandyclayloam,0.38,0.213,8.5,0.929,1.168,0.55,0.245,0.145,0.61,0.012,0.87,0.87
CloMin5,Sandyclayloam,0.47,0.264,3.19,0.504,1.157,0.56,0.245,0.145,0.61,0.012,0.89,0.89
CloMin5,Sandyclayloam,0.57,0.319,3.08,0.489,1.166,0.55,0.245,0.145,0.61,0.012,1,1
CloMin5,Sandyclayloam,0.6,0.35,2.65,0.423,1.094,0.58,0.245,0.145,0.61,0.012,0.91,0.91
CloMin5,Sandyclayloam,0.8,0.449,2.44,0.387,1.157,0.56,0.245,0.145,0.61,0.012,0.85,0.85
CloMin5,Sandyclayloam,0.78,0.474,1.32,0.121,1.04,0.6,0.245,0.145,0.61,0.012,0.55,0.55
Bro4,Sandyclayloam,0.08,0.048,4203.97,3.624,1.037,0.6,0.245,0.22,0.535,0.019,0.18,0.186
Bro4,Sandyclayloam,0.19,0.118,1304.46,3.115,1.033,0.6,0.245,0.22,0.535,0.019,0.5,0.515
Bro4,Sandyclayloam,0.26,0.169,38.78,1.589,0.931,0.64,0.245,0.22,0.535,0.019,0.82,0.845
Bro4,Sandyclayloam,0.36,0.224,8.01,0.904,0.984,0.62,0.245,0.22,0.535,0.019,0.88,0.907
Bro4,Sandyclayloam,0.49,0.292,4.46,0.649,1.066,0.59,0.245,0.22,0.535,0.019,0.88,0.907
Bro4,Sandyclayloam,0.53,0.327,3.29,0.517,1.023,0.61,0.245,0.22,0.535,0.019,0.87,0.897
Bro4,Sandyclayloam,0.63,0.39,1.59,0.201,1.006,0.61,0.245,0.22,0.535,0.019,0.97,1
Bro4,Sandyclayloam,0.81,0.485,1.58,0.199,1.064,0.59,0.245,0.22,0.535,0.019,0.94,0.969
CloMin4c,Sandyclayloam,0.06,0.032,7458.59,3.873,1.157,0.56,0.255,0.205,0.54,0.017,0.13,0.135
CloMin4c,Sandyclayloam,0.16,0.088,2720.19,3.435,1.223,0.53,0.255,0.205,0.54,0.017,0.29,0.302
CloMin4c,Sandyclayloam,0.26,0.14,1570.59,3.196,1.205,0.54,0.255,0.205,0.54,0.017,0.44,0.458
CloMin4c,Sandyclayloam,0.3,0.168,460.14,2.663,1.168,0.55,0.255,0.205,0.54,0.017,0.63,0.656
CloMin4c,Sandyclayloam,0.48,0.234,87.12,1.94,1.344,0.49,0.255,0.205,0.54,0.017,0.84,0.875
CloMin4c,Sandyclayloam,0.56,0.274,30.68,1.487,1.355,0.48,0.255,0.205,0.54,0.017,0.96,1
CloMin4c,Sandyclayloam,0.66,0.328,11.6,1.064,1.333,0.49,0.255,0.205,0.54,0.017,0.92,0.958
CloMin4c,Sandyclayloam,0.81,0.394,4.19,0.622,1.359,0.48,0.255,0.205,0.54,0.017,0.82,0.854
CloMin4,Sandyclayloam,0.08,0.048,5194.42,3.716,1.046,0.6,0.255,0.205,0.54,0.017,0.22,0.22
CloMin4,Sandyclayloam,0.19,0.117,1199.21,3.079,1.023,0.61,0.255,0.205,0.54,0.017,0.8,0.8
CloMin4,Sandyclayloam,0.33,0.194,42.09,1.624,1.068,0.59,0.255,0.205,0.54,0.017,0.82,0.82
CloMin4,Sandyclayloam,0.44,0.254,10.23,1.01,1.114,0.57,0.255,0.205,0.54,0.017,0.91,0.91
CloMin4,Sandyclayloam,0.44,0.276,5.18,0.714,1.006,0.61,0.255,0.205,0.54,0.017,0.91,0.91
CloMin4,Sandyclayloam,0.61,0.354,2.89,0.461,1.106,0.58,0.255,0.205,0.54,0.017,1,1
CloMin4,Sandyclayloam,0.7,0.416,1.56,0.193,1.073,0.59,0.255,0.205,0.54,0.017,0.95,0.95
CloMin4,Sandyclayloam,0.81,0.483,4.76,0.678,1.059,0.59,0.255,0.205,0.54,0.017,0.84,0.84
LERB_CL4,Sandyclayloam,0.31,0.18,150,2.176,1.08,0.59,0.258,0.092,0.65,0.019,0.52,0.52
LERB_CL4,Sandyclayloam,0.35,0.2,50,1.699,1.08,0.59,0.258,0.092,0.65,0.019,0.64,0.64
LERB_CL4,Sandyclayloam,0.41,0.24,10,1,1.08,0.59,0.258,0.092,0.65,0.019,0.79,0.79
LERB_CL4,Sandyclayloam,0.53,0.31,3,0.477,1.08,0.59,0.258,0.092,0.65,0.019,1,1
FortCollins,Sandyclayloam,0.1,0.06,36569,4.56,1.2,0.54,0.26,0.19,0.55,0.008,0.48,0.49
FortCollins,Sandyclayloam,0.28,0.15,774.21,2.89,1.2,0.54,0.26,0.19,0.55,0.008,0.98,1
FortCollins,Sandyclayloam,0.45,0.25,110.99,2.05,1.2,0.54,0.26,0.19,0.55,0.008,0.93,0.949
FortCollins,Sandyclayloam,0.62,0.34,29.81,1.47,1.2,0.54,0.26,0.19,0.55,0.008,0.89,0.908
FortCollins,Sandyclayloam,0.76,0.41,2.95,0.47,1.2,0.54,0.26,0.19,0.55,0.008,0.66,0.673
Min5c,Sandyclayloam,0.07,0.036,6231.05,3.795,1.272,0.51,0.26,0.17,0.57,0.013,0.12,0.14
Min5c,Sandyclayloam,0.15,0.084,5448.03,3.736,1.168,0.55,0.26,0.17,0.57,0.013,0.23,0.267
Min5c,Sandyclayloam,0.32,0.157,1698.24,3.23,1.355,0.48,0.26,0.17,0.57,0.013,0.48,0.558
Min5c,Sandyclayloam,0.36,0.185,622.8,2.794,1.282,0.51,0.26,0.17,0.57,0.013,0.78,0.907
Min5c,Sandyclayloam,0.46,0.231,121.83,2.086,1.326,0.49,0.26,0.17,0.57,0.013,0.65,0.756
Min5c,Sandyclayloam,0.53,0.266,39.42,1.596,1.319,0.5,0.26,0.17,0.57,0.013,0.77,0.895
Min5c,Sandyclayloam,0.66,0.329,15.16,1.181,1.337,0.49,0.26,0.17,0.57,0.013,0.86,1
Min5c,Sandyclayloam,0.79,0.39,6.91,0.839,1.344,0.49,0.26,0.17,0.57,0.013,0.83,0.965
Min5,Sandyclayloam,0.08,0.049,6231.05,3.795,1.071,0.59,0.26,0.17,0.57,0.013,0.15,0.15
Min5,Sandyclayloam,0.21,0.124,2054.09,3.313,1.092,0.58,0.26,0.17,0.57,0.013,0.47,0.47
Min5,Sandyclayloam,0.36,0.206,48.18,1.683,1.131,0.57,0.26,0.17,0.57,0.013,0.71,0.71
Min5,Sandyclayloam,0.42,0.246,23.62,1.373,1.08,0.59,0.26,0.17,0.57,0.013,0.81,0.81
Min5,Sandyclayloam,0.49,0.292,5.31,0.725,1.066,0.59,0.26,0.17,0.57,0.013,0.86,0.86
Min5,Sandyclayloam,0.55,0.334,4.44,0.647,1.044,0.6,0.26,0.17,0.57,0.013,0.88,0.88
Min5,Sandyclayloam,0.71,0.419,3.46,0.539,1.08,0.59,0.26,0.17,0.57,0.013,0.95,0.95
Min5,Sandyclayloam,0.8,0.481,1.29,0.111,1.055,0.6,0.26,0.17,0.57,0.013,1,1
Ah,Clayloam,0.2,0.14,767.423,2.885,0.7,0.71,0.3,0.45,0.25,0.101,0.75,0.75
Ah,Clayloam,0.2,0.14,1735.331,3.239,0.7,0.71,0.3,0.45,0.25,0.101,0.73,0.73
Ah,Clayloam,0.2,0.14,1939.325,3.288,0.7,0.71,0.3,0.45,0.25,0.101,0.71,0.71
Ah,Clayloam,0.2,0.14,2693.409,3.43,0.7,0.71,0.3,0.45,0.25,0.101,0.77,0.77
Ah,Clayloam,0.3,0.21,57.239,1.758,0.7,0.71,0.3,0.45,0.25,0.101,0.72,0.72
Ah,Clayloam,0.3,0.21,120.106,2.08,0.7,0.71,0.3,0.45,0.25,0.101,0.82,0.82
Ah,Clayloam,0.3,0.21,169.03,2.228,0.7,0.71,0.3,0.45,0.25,0.101,0.88,0.88
Ah,Clayloam,0.3,0.21,770.421,2.887,0.7,0.71,0.3,0.45,0.25,0.101,0.85,0.85
Ah,Clayloam,0.39,0.28,5.823,0.765,0.7,0.71,0.3,0.45,0.25,0.101,0.87,0.87
Ah,Clayloam,0.39,0.28,6.114,0.786,0.7,0.71,0.3,0.45,0.25,0.101,0.88,0.88
Ah,Clayloam,0.39,0.28,33.991,1.531,0.7,0.71,0.3,0.45,0.25,0.101,0.86,0.86
Ah,Clayloam,0.39,0.28,614.197,2.788,0.7,0.71,0.3,0.45,0.25,0.101,0.82,0.82
Ah,Clayloam,0.49,0.35,2.128,0.328,0.7,0.71,0.3,0.45,0.25,0.101,0.84,0.84
Ah,Clayloam,0.49,0.35,2.334,0.368,0.7,0.71,0.3,0.45,0.25,0.101,1,1
Ah,Clayloam,0.49,0.35,3.919,0.593,0.7,0.71,0.3,0.45,0.25,0.101,0.88,0.88
Ah,Clayloam,0.6,0.42,1.332,0.125,0.7,0.71,0.3,0.45,0.25,0.101,0.9,0.9
Ah,Clayloam,0.6,0.42,1.413,0.15,0.7,0.71,0.3,0.45,0.25,0.101,0.97,0.97
Ah,Clayloam,0.6,0.42,1.487,0.172,0.7,0.71,0.3,0.45,0.25,0.101,0.79,0.79
Ah,Clayloam,0.6,0.43,1.539,0.187,0.7,0.71,0.3,0.45,0.25,0.101,0.81,0.81
LERB_NA4,Sandyclayloam,0.41,0.23,150,2.176,1.14,0.56,0.31,0.13,0.56,0.016,0.72,0.72
LERB_NA4,Sandyclayloam,0.45,0.26,50,1.699,1.14,0.56,0.31,0.13,0.56,0.016,0.74,0.74
LERB_NA4,Sandyclayloam,0.54,0.31,10,1,1.14,0.56,0.31,0.13,0.56,0.016,0.83,0.83
LERB_NA4,Sandyclayloam,0.64,0.36,3,0.477,1.14,0.56,0.31,0.13,0.56,0.016,1,1
Bro5c,Sandyclayloam,0.05,0.031,13322.54,4.125,1.119,0.57,0.33,0.18,0.49,0.016,0.09,0.1
Bro5c,Sandyclayloam,0.13,0.077,4581.58,3.661,1.066,0.59,0.33,0.18,0.49,0.016,0.16,0.178
Bro5c,Sandyclayloam,0.23,0.13,1871.63,3.272,1.119,0.57,0.33,0.18,0.49,0.016,0.47,0.522
Bro5c,Sandyclayloam,0.3,0.167,1086.23,3.036,1.163,0.55,0.33,0.18,0.49,0.016,0.66,0.733
Bro5c,Sandyclayloam,0.36,0.201,399.31,2.601,1.155,0.56,0.33,0.18,0.49,0.016,0.74,0.822
Bro5c,Sandyclayloam,0.43,0.239,96.21,1.983,1.182,0.55,0.33,0.18,0.49,0.016,0.79,0.878
Bro5c,Sandyclayloam,0.57,0.304,26.18,1.418,1.235,0.53,0.33,0.18,0.49,0.016,0.86,0.956
Bro5c,Sandyclayloam,0.6,0.336,9.73,0.988,1.157,0.56,0.33,0.18,0.49,0.016,0.9,1
Bro5,Sandyclayloam,0.07,0.045,11701.68,4.068,0.988,0.62,0.33,0.18,0.49,0.016,0.1,0.1
Bro5,Sandyclayloam,0.19,0.116,2478.91,3.394,1.016,0.61,0.33,0.18,0.49,0.016,0.32,0.32
Bro5,Sandyclayloam,0.28,0.175,109.85,2.041,0.962,0.63,0.33,0.18,0.49,0.016,0.73,0.73
Bro5,Sandyclayloam,0.33,0.212,20.18,1.305,0.931,0.64,0.33,0.18,0.49,0.016,0.82,0.82
Bro5,Sandyclayloam,0.42,0.267,9.43,0.975,0.975,0.63,0.33,0.18,0.49,0.016,0.77,0.77
Bro5,Sandyclayloam,0.48,0.305,3.87,0.588,0.952,0.64,0.33,0.18,0.49,0.016,0.94,0.94
Bro5,Sandyclayloam,0.56,0.361,2.71,0.433,0.929,0.64,0.33,0.18,0.49,0.016,0.9,0.9
Bro5,Sandyclayloam,0.76,0.468,1.48,0.17,1.027,0.61,0.33,0.18,0.49,0.016,1,1
LERB_NA5,Sandyclay,0.34,0.21,150,2.176,1.02,0.61,0.374,0.146,0.48,0.013,0.576,0.64
LERB_NA5,Sandyclay,0.41,0.25,50,1.699,1.02,0.61,0.374,0.146,0.48,0.013,0.63,0.7
LERB_NA5,Sandyclay,0.48,0.3,10,1,1.02,0.61,0.374,0.146,0.48,0.013,0.729,0.81
LERB_NA5,Sandyclay,0.55,0.34,3,0.477,1.02,0.61,0.374,0.146,0.48,0.013,0.9,1
LERB_CL6,Sandyclayloam,0.34,0.22,150,2.176,0.93,0.64,0.391,0.129,0.48,0.024,0.486,0.54
LERB_CL6,Sandyclayloam,0.37,0.24,50,1.699,0.93,0.64,0.391,0.129,0.48,0.024,0.648,0.72
LERB_CL6,Sandyclayloam,0.44,0.28,10,1,0.93,0.64,0.391,0.129,0.48,0.024,0.684,0.76
LERB_CL6,Sandyclayloam,0.53,0.34,3,0.477,0.93,0.64,0.391,0.129,0.48,0.024,0.9,1
Ac,Clayloam,0.25,0.2,39.349,1.595,0.6,0.769,0.4,0.3,0.3,0.023,0.792,0.88
Ac,Clayloam,0.26,0.2,41.528,1.618,0.6,0.769,0.4,0.3,0.3,0.023,0.729,0.81
Ac,Clayloam,0.25,0.2,45.45,1.658,0.6,0.769,0.4,0.3,0.3,0.023,0.729,0.81
Ac,Clayloam,0.3,0.23,15.43,1.188,0.6,0.769,0.4,0.3,0.3,0.023,0.819,0.91
Ac,Clayloam,0.3,0.23,17.358,1.24,0.6,0.769,0.4,0.3,0.3,0.023,0.765,0.85
Ac,Clayloam,0.3,0.23,20.335,1.308,0.6,0.769,0.4,0.3,0.3,0.023,0.855,0.95
Ac,Clayloam,0.34,0.26,5.672,0.754,0.6,0.769,0.4,0.3,0.3,0.023,0.81,0.9
Ac,Clayloam,0.34,0.26,6.992,0.845,0.6,0.769,0.4,0.3,0.3,0.023,0.855,0.95
Ac,Clayloam,0.34,0.27,7.51,0.876,0.6,0.769,0.4,0.3,0.3,0.023,0.9,1
Ac,Clayloam,0.34,0.26,8.318,0.92,0.6,0.769,0.4,0.3,0.3,0.023,0.774,0.86
Ac,Clayloam,0.39,0.3,3.446,0.537,0.6,0.769,0.4,0.3,0.3,0.023,0.873,0.97
Ac,Clayloam,0.39,0.3,4.342,0.638,0.6,0.769,0.4,0.3,0.3,0.023,0.891,0.99
Ac,Clayloam,0.39,0.3,5.133,0.71,0.6,0.769,0.4,0.3,0.3,0.023,0.81,0.9
Ac,Clayloam,0.39,0.3,5.168,0.713,0.6,0.769,0.4,0.3,0.3,0.023,0.855,0.95
Ac,Clayloam,0.43,0.33,3.273,0.515,0.6,0.769,0.4,0.3,0.3,0.023,0.864,0.96
Ac,Clayloam,0.43,0.33,3.844,0.585,0.6,0.769,0.4,0.3,0.3,0.023,0.792,0.88
Ac,Clayloam,0.43,0.33,3.913,0.593,0.6,0.769,0.4,0.3,0.3,0.023,0.81,0.9
Ac,Clayloam,0.43,0.33,4.109,0.614,0.6,0.769,0.4,0.3,0.3,0.023,0.873,0.97
LERB_NA6,Clay,0.37,0.24,150,2.176,0.96,0.63,0.452,0.148,0.4,0.013,0.666,0.74
LERB_NA6,Clay,0.43,0.28,50,1.699,0.96,0.63,0.452,0.148,0.4,0.013,0.666,0.74
LERB_NA6,Clay,0.52,0.33,10,1,0.96,0.63,0.452,0.148,0.4,0.013,0.765,0.85
LERB_NA6,Clay,0.59,0.38,3,0.477,0.96,0.63,0.452,0.148,0.4,0.013,0.9,1
Houston,Siltyclay,0.12,0.07,12765,4.11,1,0.62,0.46,0.42,0.12,0.016,0.48,0.48
Houston,Siltyclay,0.28,0.17,2955.45,3.47,1,0.62,0.46,0.42,0.12,0.016,0.87,0.87
Houston,Siltyclay,0.45,0.28,329.93,2.52,1,0.62,0.46,0.42,0.12,0.016,0.99,1
Houston,Siltyclay,0.62,0.38,100.15,2,1,0.62,0.46,0.42,0.12,0.016,0.92,0.92
Houston,Siltyclay,0.77,0.48,32.07,1.51,1,0.62,0.46,0.42,0.12,0.016,0.77,0.77
Wahiawa,Clay,0.13,0.08,36569,4.56,1.1,0.58,0.58,0.35,0.07,0.013,0.14,0.14
Wahiawa,Clay,0.27,0.16,11724,4.07,1.1,0.58,0.58,0.35,0.07,0.013,0.55,0.55
Wahiawa,Clay,0.43,0.25,8101.33,3.91,1.1,0.58,0.58,0.35,0.07,0.013,0.79,0.79
Wahiawa,Clay,0.61,0.35,515.87,2.71,1.1,0.58,0.58,0.35,0.07,0.013,0.92,0.92
Wahiawa,Clay,0.79,0.46,60.92,1.78,1.1,0.58,0.58,0.35,0.07,0.013,1,1
